MapDate,AreaOfInterest,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,date,pct_ge_D1,pct_ge_D2
20090120,Total,61.2,38.8,16.22,5.82,1.9,0.31,2009-01-20,2009-01-26,1,2009-01-20,24.249999999999996,8.030000000000001
20090113,Total,61.17,38.83,16.34,5.46,1.38,0.31,2009-01-13,2009-01-19,1,2009-01-13,23.49,7.1499999999999995
20090106,Total,60.73,39.27,16.15,5.01,1.02,0.31,2009-01-06,2009-01-12,1,2009-01-06,22.489999999999995,6.339999999999999
20081230,Total,61.14,38.86,16.16,5.25,1.05,0.31,2008-12-30,2009-01-05,1,2008-12-30,22.77,6.609999999999999
20081223,Total,57.89,42.11,17.12,5.68,1.15,0.31,2008-12-23,2008-12-29,1,2008-12-23,24.259999999999998,7.14
20081216,Total,56.85,43.15,17.55,6.1,1.33,0.31,2008-12-16,2008-12-22,1,2008-12-16,25.289999999999996,7.739999999999999
20081209,Total,56.51,43.49,18.33,7.28,1.87,0.64,2008-12-09,2008-12-15,1,2008-12-09,28.12,9.790000000000001
20081202,Total,56.63,43.37,18.2,6.71,1.79,0.52,2008-12-02,2008-12-08,1,2008-12-02,27.22,9.02
20081125,Total,59.24,40.76,18.01,6.95,1.74,0.43,2008-11-25,2008-12-01,1,2008-11-25,27.13,9.12
20081118,Total,60.31,39.69,17.61,6.87,1.5,0.37,2008-11-18,2008-11-24,1,2008-11-18,26.35,8.74
20081111,Total,61.17,38.83,17.77,7.24,1.57,0.37,2008-11-11,2008-11-17,1,2008-11-11,26.95,9.18
20081104,Total,59.94,40.06,18.23,7.28,1.57,0.16,2008-11-04,2008-11-10,1,2008-11-04,27.240000000000002,9.01
20081028,Total,61.76,38.24,18.17,7.91,1.45,0.1,2008-10-28,2008-11-03,1,2008-10-28,27.630000000000003,9.459999999999999
20081021,Total,59.1,40.9,18.87,7.97,1.47,0.1,2008-10-21,2008-10-27,1,2008-10-21,28.41,9.54
20081014,Total,60.47,39.53,17.78,7.59,1.47,0.1,2008-10-14,2008-10-20,1,2008-10-14,26.94,9.16
20081007,Total,57.66,42.34,19.48,7.6,1.47,0.15,2008-10-07,2008-10-13,1,2008-10-07,28.699999999999996,9.22
20080930,Total,57.13,42.87,19.82,7.49,1.56,0.15,2008-09-30,2008-10-06,1,2008-09-30,29.02,9.200000000000001
20080923,Total,58.65,41.35,19.22,6.82,1.28,0.15,2008-09-23,2008-09-29,1,2008-09-23,27.47,8.25
20080916,Total,59.18,40.82,18.4,6.34,1.17,0.12,2008-09-16,2008-09-22,1,2008-09-16,26.029999999999998,7.63
20080909,Total,59.59,40.41,19.07,6.63,1.21,0.12,2008-09-09,2008-09-15,1,2008-09-09,27.03,7.96
20080902,Total,56.33,43.67,20.1,6.88,1.32,0.12,2008-09-02,2008-09-08,1,2008-09-02,28.42,8.319999999999999
20080826,Total,55.41,44.59,19.47,7.72,1.61,0.12,2008-08-26,2008-09-01,1,2008-08-26,28.919999999999998,9.45
20080819,Total,57.07,42.93,21.17,9.73,2.59,0.64,2008-08-19,2008-08-25,1,2008-08-19,34.13,12.96
20080812,Total,56.58,43.42,22.9,10.79,3.7,0.8,2008-08-12,2008-08-18,1,2008-08-12,38.19,15.29
20080805,Total,55.37,44.63,23.7,10.91,3.63,0.81,2008-08-05,2008-08-11,1,2008-08-05,39.050000000000004,15.35
20080729,Total,57.11,42.89,23.63,10.59,3.65,0.81,2008-07-29,2008-08-04,1,2008-07-29,38.68,15.05
20080722,Total,56.05,43.95,23.05,9.17,3.34,1.02,2008-07-22,2008-07-28,1,2008-07-22,36.580000000000005,13.53
20080715,Total,59.58,40.42,22.75,9.06,2.9,0.7,2008-07-15,2008-07-21,1,2008-07-15,35.410000000000004,12.66
20080708,Total,59.57,40.43,23.08,9.94,3.47,0.74,2008-07-08,2008-07-14,1,2008-07-08,37.23,14.15
20080701,Total,59.9,40.1,23.5,10.09,3.65,0.66,2008-07-01,2008-07-07,1,2008-07-01,37.9,14.4
20080624,Total,59.53,40.47,24.55,9.89,3.8,0.35,2008-06-24,2008-06-30,1,2008-06-24,38.589999999999996,14.040000000000001
20080617,Total,59.8,40.2,25.29,10.11,3.57,0.26,2008-06-17,2008-06-23,1,2008-06-17,39.23,13.94
20080610,Total,56.33,43.67,19.83,7.87,1.96,0.0,2008-06-10,2008-06-16,1,2008-06-10,29.66,9.83
20080603,Total,61.64,38.36,19.31,7.16,1.48,0.0,2008-06-03,2008-06-09,1,2008-06-03,27.95,8.64
20080527,Total,62.92,37.08,18.01,6.78,1.37,0.0,2008-05-27,2008-06-02,1,2008-05-27,26.160000000000004,8.15
20080520,Total,57.25,42.75,21.05,7.22,1.3,0.0,2008-05-20,2008-05-26,1,2008-05-20,29.57,8.52
20080513,Total,55.92,44.08,20.52,7.2,1.74,0.0,2008-05-13,2008-05-19,1,2008-05-13,29.459999999999997,8.94
20080506,Total,54.89,45.11,21.4,7.3,1.83,0.0,2008-05-06,2008-05-12,1,2008-05-06,30.53,9.129999999999999
20080429,Total,54.41,45.59,22.8,8.77,2.08,0.24,2008-04-29,2008-05-05,1,2008-04-29,33.89,11.09
20080422,Total,56.48,43.52,22.5,7.65,2.1,0.24,2008-04-22,2008-04-28,1,2008-04-22,32.49,9.99
20080415,Total,56.47,43.53,22.37,8.03,1.97,0.24,2008-04-15,2008-04-21,1,2008-04-15,32.61,10.24
20080408,Total,55.89,44.11,22.25,6.68,2.19,0.0,2008-04-08,2008-04-14,1,2008-04-08,31.12,8.87
20080401,Total,53.15,46.85,23.69,8.12,2.38,0.0,2008-04-01,2008-04-07,1,2008-04-01,34.190000000000005,10.5
20080325,Total,54.17,45.83,23.62,10.51,2.1,0.0,2008-03-25,2008-03-31,1,2008-03-25,36.230000000000004,12.61
20080318,Total,53.99,46.01,24.77,11.38,2.22,0.09,2008-03-18,2008-03-24,1,2008-03-18,38.46,13.690000000000001
20080311,Total,53.96,46.04,22.73,12.0,2.22,0.32,2008-03-11,2008-03-17,1,2008-03-11,37.27,14.540000000000001
20080304,Total,52.92,47.08,23.78,12.75,2.74,0.75,2008-03-04,2008-03-10,1,2008-03-04,40.02,16.240000000000002
20080226,Total,51.42,48.58,24.39,12.58,2.8,0.91,2008-02-26,2008-03-03,1,2008-02-26,40.67999999999999,16.29
20080219,Total,48.47,51.53,24.83,12.79,3.36,1.72,2008-02-19,2008-02-25,1,2008-02-19,42.699999999999996,17.869999999999997
20080212,Total,45.87,54.13,25.05,12.62,3.41,1.8,2008-02-12,2008-02-18,1,2008-02-12,42.879999999999995,17.830000000000002
20080205,Total,48.18,51.82,26.11,12.86,3.4,1.8,2008-02-05,2008-02-11,1,2008-02-05,44.169999999999995,18.06
20080129,Total,47.79,52.21,26.38,13.53,3.67,1.91,2008-01-29,2008-02-04,1,2008-01-29,45.489999999999995,19.11
20080122,Total,48.3,51.7,28.81,14.94,3.47,1.82,2008-01-22,2008-01-28,1,2008-01-22,49.04,20.23
20080115,Total,46.72,53.28,29.82,16.03,3.71,1.82,2008-01-15,2008-01-21,1,2008-01-15,51.38,21.560000000000002
20080108,Total,47.79,52.21,29.59,15.25,3.94,2.09,2008-01-08,2008-01-14,1,2008-01-08,50.870000000000005,21.28
20080101,Total,49.27,50.73,29.21,17.04,4.81,1.99,2008-01-01,2008-01-07,1,2008-01-01,53.050000000000004,23.839999999999996
20071225,Total,52.22,47.78,28.85,17.36,5.35,3.13,2007-12-25,2007-12-31,1,2007-12-25,54.690000000000005,25.84
20071218,Total,52.23,47.77,28.97,17.43,5.36,3.13,2007-12-18,2007-12-24,1,2007-12-18,54.89,25.919999999999998
20071211,Total,50.5,49.5,29.71,17.47,5.36,3.13,2007-12-11,2007-12-17,1,2007-12-11,55.67,25.959999999999997
20071204,Total,48.08,51.92,30.38,17.28,5.14,2.71,2007-12-04,2007-12-10,1,2007-12-04,55.51,25.130000000000003
20071127,Total,49.97,50.03,31.29,18.99,6.72,2.41,2007-11-27,2007-12-03,1,2007-11-27,59.41,28.119999999999997
20071120,Total,46.47,53.53,30.91,18.73,6.73,2.45,2007-11-20,2007-11-26,1,2007-11-20,58.82000000000001,27.91
20071113,Total,48.66,51.34,30.19,18.82,6.31,2.27,2007-11-13,2007-11-19,1,2007-11-13,57.59000000000001,27.4
20071106,Total,52.4,47.6,29.78,19.22,6.69,2.06,2007-11-06,2007-11-12,1,2007-11-06,57.75,27.97
20071030,Total,55.08,44.92,29.37,19.13,6.59,1.84,2007-10-30,2007-11-05,1,2007-10-30,56.93000000000001,27.56
20071023,Total,51.17,48.83,32.53,22.04,8.85,3.32,2007-10-23,2007-10-29,1,2007-10-23,66.74,34.21
20071016,Total,48.02,51.98,36.76,25.25,10.97,3.61,2007-10-16,2007-10-22,1,2007-10-16,76.59,39.83
20071009,Total,47.53,52.47,36.63,25.06,10.36,2.95,2007-10-09,2007-10-15,1,2007-10-09,75.0,38.370000000000005
20071002,Total,47.38,52.62,36.64,24.76,10.02,2.8,2007-10-02,2007-10-08,1,2007-10-02,74.22,37.58
20070925,Total,47.87,52.13,36.8,25.09,9.86,1.9,2007-09-25,2007-10-01,1,2007-09-25,73.65,36.85
20070918,Total,47.96,52.04,36.68,26.8,10.22,1.93,2007-09-18,2007-09-24,1,2007-09-18,75.63000000000001,38.95
20070911,Total,46.16,53.84,37.22,26.83,10.29,2.36,2007-09-11,2007-09-17,1,2007-09-11,76.7,39.48
20070904,Total,43.83,56.17,38.07,27.01,10.16,2.0,2007-09-04,2007-09-10,1,2007-09-04,77.24,39.17
20070828,Total,43.48,56.52,38.29,27.69,10.7,2.32,2007-08-28,2007-09-03,1,2007-08-28,79.0,40.71
20070821,Total,41.16,58.84,40.81,27.83,10.45,2.39,2007-08-21,2007-08-27,1,2007-08-21,81.48,40.67
20070814,Total,40.69,59.31,40.33,27.47,8.37,1.95,2007-08-14,2007-08-20,1,2007-08-14,78.12,37.79
20070807,Total,39.89,60.11,39.31,25.09,6.97,1.28,2007-08-07,2007-08-13,1,2007-08-07,72.65,33.34
20070731,Total,41.65,58.35,38.63,24.03,5.66,0.55,2007-07-31,2007-08-06,1,2007-07-31,68.87,30.240000000000002
20070724,Total,42.98,57.02,36.65,20.85,5.28,0.33,2007-07-24,2007-07-30,1,2007-07-24,63.11,26.46
20070717,Total,45.56,54.44,35.47,16.51,5.28,0.43,2007-07-17,2007-07-23,1,2007-07-17,57.690000000000005,22.220000000000002
20070710,Total,46.39,53.61,32.88,16.23,5.29,0.43,2007-07-10,2007-07-16,1,2007-07-10,54.83,21.95
20070703,Total,49.21,50.79,28.96,15.49,5.92,0.64,2007-07-03,2007-07-09,1,2007-07-03,51.010000000000005,22.05
20070626,Total,49.42,50.58,28.8,15.96,6.15,0.77,2007-06-26,2007-07-02,1,2007-06-26,51.68000000000001,22.88
20070619,Total,50.37,49.63,28.58,15.94,6.3,1.0,2007-06-19,2007-06-25,1,2007-06-19,51.81999999999999,23.24
20070612,Total,52.01,47.99,28.11,15.3,5.4,0.74,2007-06-12,2007-06-18,1,2007-06-12,49.55,21.44
20070605,Total,50.41,49.59,28.29,14.16,5.41,0.31,2007-06-05,2007-06-11,1,2007-06-05,48.17,19.88
20070529,Total,51.1,48.9,28.34,14.76,5.76,0.0,2007-05-29,2007-06-04,1,2007-05-29,48.86,20.52
20070522,Total,52.34,47.66,28.31,14.52,5.56,0.0,2007-05-22,2007-05-28,1,2007-05-22,48.39,20.08
20070515,Total,52.6,47.4,27.44,13.38,4.59,0.0,2007-05-15,2007-05-21,1,2007-05-15,45.41,17.97
20070508,Total,54.45,45.55,26.41,12.17,4.28,0.0,2007-05-08,2007-05-14,1,2007-05-08,42.86,16.45
20070501,Total,53.61,46.39,27.16,12.43,3.95,0.0,2007-05-01,2007-05-07,1,2007-05-01,43.540000000000006,16.38
20070424,Total,53.63,46.37,26.49,11.59,3.38,0.0,2007-04-24,2007-04-30,1,2007-04-24,41.46,14.969999999999999
20070417,Total,53.97,46.03,26.25,11.1,2.88,0.0,2007-04-17,2007-04-23,1,2007-04-17,40.230000000000004,13.98
20070410,Total,51.67,48.33,26.59,9.39,2.51,0.0,2007-04-10,2007-04-16,1,2007-04-10,38.49,11.9
20070403,Total,52.11,47.89,25.59,8.74,2.54,0.0,2007-04-03,2007-04-09,1,2007-04-03,36.87,11.280000000000001
20070327,Total,47.19,52.81,27.57,11.71,3.91,0.0,2007-03-27,2007-04-02,1,2007-03-27,43.19,15.620000000000001
20070320,Total,50.78,49.22,22.53,11.14,4.5,0.15,2007-03-20,2007-03-26,1,2007-03-20,38.32,15.790000000000001
20070313,Total,51.73,48.27,22.11,10.97,4.57,0.15,2007-03-13,2007-03-19,1,2007-03-13,37.8,15.690000000000001
20070306,Total,58.49,41.51,19.69,10.12,3.23,0.15,2007-03-06,2007-03-12,1,2007-03-06,33.19,13.5
20070227,Total,57.65,42.35,21.09,11.16,3.86,0.15,2007-02-27,2007-03-05,1,2007-02-27,36.26,15.17
20070220,Total,54.99,45.01,22.63,12.13,4.51,0.15,2007-02-20,2007-02-26,1,2007-02-20,39.419999999999995,16.79
20070213,Total,56.7,43.3,21.85,12.24,4.69,0.19,2007-02-13,2007-02-19,1,2007-02-13,38.97,17.12
20070206,Total,56.98,43.02,21.08,11.8,4.45,0.18,2007-02-06,2007-02-12,1,2007-02-06,37.51,16.43
20070130,Total,59.29,40.71,21.39,11.47,4.45,0.18,2007-01-30,2007-02-05,1,2007-01-30,37.49,16.1
20070123,Total,60.63,39.37,20.87,11.16,4.43,0.18,2007-01-23,2007-01-29,1,2007-01-23,36.64,15.77
20070116,Total,57.58,42.42,20.86,10.91,5.02,0.26,2007-01-16,2007-01-22,1,2007-01-16,37.05,16.19
20070109,Total,55.04,44.96,21.6,11.25,5.24,0.28,2007-01-09,2007-01-15,1,2007-01-09,38.370000000000005,16.770000000000003
20070102,Total,53.56,46.44,21.41,10.54,4.95,0.28,2007-01-02,2007-01-08,1,2007-01-02,37.18,15.769999999999998
20061226,Total,51.48,48.52,21.33,10.89,4.89,0.4,2006-12-26,2007-01-01,1,2006-12-26,37.51,16.18
20061219,Total,50.32,49.68,22.15,11.45,5.18,0.51,2006-12-19,2006-12-25,1,2006-12-19,39.28999999999999,17.14
20061212,Total,59.98,40.02,21.43,11.29,5.2,0.51,2006-12-12,2006-12-18,1,2006-12-12,38.43,17.0
20061205,Total,61.31,38.69,21.0,10.97,5.13,0.15,2006-12-05,2006-12-11,1,2006-12-05,37.25,16.25
20061128,Total,64.25,35.75,21.84,11.67,6.2,0.22,2006-11-28,2006-12-04,1,2006-11-28,39.93,18.09
20061121,Total,63.63,36.37,21.8,11.28,5.34,0.14,2006-11-21,2006-11-27,1,2006-11-21,38.56,16.759999999999998
20061114,Total,62.3,37.7,23.01,11.6,4.87,0.0,2006-11-14,2006-11-20,1,2006-11-14,39.48,16.47
20061107,Total,63.4,36.6,22.8,11.6,4.76,0.0,2006-11-07,2006-11-13,1,2006-11-07,39.16,16.36
20061031,Total,59.8,40.2,25.05,12.98,5.05,0.0,2006-10-31,2006-11-06,1,2006-10-31,43.08,18.03
20061024,Total,57.99,42.01,26.38,13.86,5.11,0.0,2006-10-24,2006-10-30,1,2006-10-24,45.349999999999994,18.97
20061017,Total,55.45,44.55,27.63,13.66,5.29,0.24,2006-10-17,2006-10-23,1,2006-10-17,46.82,19.189999999999998
20061010,Total,54.18,45.82,29.34,14.04,5.58,0.2,2006-10-10,2006-10-16,1,2006-10-10,49.16,19.819999999999997
20061003,Total,53.54,46.46,28.82,13.81,5.69,0.12,2006-10-03,2006-10-09,1,2006-10-03,48.44,19.62
20060926,Total,54.01,45.99,27.53,13.62,5.52,0.12,2006-09-26,2006-10-02,1,2006-09-26,46.79,19.26
20060919,Total,52.49,47.51,30.74,13.78,6.28,0.25,2006-09-19,2006-09-25,1,2006-09-19,51.05,20.31
20060912,Total,51.69,48.31,33.55,18.46,8.6,1.21,2006-09-12,2006-09-18,1,2006-09-12,61.82,28.270000000000003
20060905,Total,48.96,51.04,34.49,19.42,7.99,0.87,2006-09-05,2006-09-11,1,2006-09-05,62.77,28.280000000000005
20060829,Total,47.0,53.0,36.72,20.55,8.32,1.45,2006-08-29,2006-09-04,1,2006-08-29,67.04,30.32
20060822,Total,45.99,54.01,40.09,24.36,9.22,1.67,2006-08-22,2006-08-28,1,2006-08-22,75.34,35.25
20060815,Total,44.75,55.25,41.07,24.95,9.47,1.68,2006-08-15,2006-08-21,1,2006-08-15,77.17,36.1
20060808,Total,45.06,54.94,41.24,25.84,10.1,1.59,2006-08-08,2006-08-14,1,2006-08-08,78.77,37.53
20060801,Total,46.58,53.42,40.46,23.97,9.48,1.05,2006-08-01,2006-08-07,1,2006-08-01,74.96000000000001,34.5
20060725,Total,45.95,54.05,41.74,24.33,9.46,1.04,2006-07-25,2006-07-31,1,2006-07-25,76.57000000000001,34.83
20060718,Total,46.87,53.13,40.5,21.64,6.14,0.84,2006-07-18,2006-07-24,1,2006-07-18,69.12,28.62
20060711,Total,48.7,51.3,33.88,14.57,4.46,0.52,2006-07-11,2006-07-17,1,2006-07-11,53.43000000000001,19.55
20060704,Total,52.67,47.33,31.78,16.51,7.07,0.79,2006-07-04,2006-07-10,1,2006-07-04,56.150000000000006,24.37
20060627,Total,52.73,47.27,29.36,16.06,7.51,1.05,2006-06-27,2006-07-03,1,2006-06-27,53.98,24.62
20060620,Total,51.75,48.25,28.34,16.51,7.99,0.98,2006-06-20,2006-06-26,1,2006-06-20,53.82,25.48
20060613,Total,51.54,48.46,29.38,16.43,8.18,0.98,2006-06-13,2006-06-19,1,2006-06-13,54.97,25.59
20060606,Total,55.84,44.16,26.13,15.13,6.91,0.99,2006-06-06,2006-06-12,1,2006-06-06,49.160000000000004,23.029999999999998
20060530,Total,55.21,44.79,24.55,12.44,5.75,1.08,2006-05-30,2006-06-05,1,2006-05-30,43.82,19.269999999999996
20060523,Total,58.54,41.46,22.71,11.63,5.95,1.13,2006-05-23,2006-05-29,1,2006-05-23,41.42000000000001,18.71
20060516,Total,56.43,43.57,20.94,10.84,5.71,1.13,2006-05-16,2006-05-22,1,2006-05-16,38.620000000000005,17.68
20060509,Total,51.68,48.32,21.79,10.37,5.81,1.42,2006-05-09,2006-05-15,1,2006-05-09,39.39,17.6
20060502,Total,52.66,47.34,25.08,12.93,4.64,1.52,2006-05-02,2006-05-08,1,2006-05-02,44.17,19.09
20060425,Total,52.57,47.43,27.06,15.5,5.67,1.03,2006-04-25,2006-05-01,1,2006-04-25,49.260000000000005,22.200000000000003
20060418,Total,51.58,48.42,27.39,15.62,4.64,1.06,2006-04-18,2006-04-24,1,2006-04-18,48.71,21.319999999999997
20060411,Total,53.14,46.86,26.4,13.82,3.31,0.94,2006-04-11,2006-04-17,1,2006-04-11,44.47,18.07
20060404,Total,50.22,49.78,26.07,12.56,3.41,0.94,2006-04-04,2006-04-10,1,2006-04-04,42.980000000000004,16.91
20060328,Total,51.43,48.57,26.23,13.98,3.53,0.94,2006-03-28,2006-04-03,1,2006-03-28,44.68,18.450000000000003
20060321,Total,51.39,48.61,25.01,13.81,4.21,0.94,2006-03-21,2006-03-27,1,2006-03-21,43.97,18.96
20060314,Total,57.03,42.97,26.15,15.2,6.75,1.14,2006-03-14,2006-03-20,1,2006-03-14,49.239999999999995,23.09
20060307,Total,55.57,44.43,26.36,15.06,6.94,1.02,2006-03-07,2006-03-13,1,2006-03-07,49.38,23.02
20060228,Total,57.25,42.75,25.16,13.72,5.98,1.02,2006-02-28,2006-03-06,1,2006-02-28,45.88,20.720000000000002
20060221,Total,60.36,39.64,23.88,12.75,5.5,0.53,2006-02-21,2006-02-27,1,2006-02-21,42.66,18.78
20060214,Total,60.51,39.49,23.54,11.92,5.32,0.48,2006-02-14,2006-02-20,1,2006-02-14,41.26,17.720000000000002
20060207,Total,59.73,40.27,23.82,11.56,5.1,0.51,2006-02-07,2006-02-13,1,2006-02-07,40.99,17.17
20060131,Total,60.37,39.63,22.76,9.42,3.63,0.45,2006-01-31,2006-02-06,1,2006-01-31,36.260000000000005,13.5
20060124,Total,60.22,39.78,21.1,9.03,3.82,0.73,2006-01-24,2006-01-30,1,2006-01-24,34.68,13.58
20060117,Total,58.34,41.66,21.32,7.14,3.13,0.64,2006-01-17,2006-01-23,1,2006-01-17,32.23,10.91
20060110,Total,60.39,39.61,18.58,6.77,3.06,0.55,2006-01-10,2006-01-16,1,2006-01-10,28.959999999999997,10.38
20060103,Total,62.52,37.48,17.81,6.25,2.47,0.51,2006-01-03,2006-01-09,1,2006-01-03,27.04,9.23
20051227,Total,61.36,38.64,18.9,6.14,2.34,0.45,2005-12-27,2006-01-02,1,2005-12-27,27.83,8.93
20051220,Total,59.88,40.12,19.05,6.18,2.34,0.45,2005-12-20,2005-12-26,1,2005-12-20,28.02,8.969999999999999
20051213,Total,59.54,40.46,18.88,5.62,1.39,0.0,2005-12-13,2005-12-19,1,2005-12-13,25.89,7.01
20051206,Total,60.63,39.37,18.46,5.07,1.16,0.0,2005-12-06,2005-12-12,1,2005-12-06,24.69,6.23
20051129,Total,58.88,41.12,17.78,5.58,0.88,0.0,2005-11-29,2005-12-05,1,2005-11-29,24.24,6.46
20051122,Total,56.83,43.17,18.73,5.59,0.8,0.0,2005-11-22,2005-11-28,1,2005-11-22,25.12,6.39
20051115,Total,54.95,45.05,19.49,4.91,0.8,0.0,2005-11-15,2005-11-21,1,2005-11-15,25.2,5.71
20051108,Total,54.85,45.15,20.03,3.81,0.75,0.0,2005-11-08,2005-11-14,1,2005-11-08,24.59,4.5600000000000005
20051101,Total,55.0,45.0,18.35,4.58,0.84,0.0,2005-11-01,2005-11-07,1,2005-11-01,23.77,5.42
20051025,Total,61.07,38.93,16.89,4.43,0.84,0.0,2005-10-25,2005-10-31,1,2005-10-25,22.16,5.27
20051018,Total,64.31,35.69,15.5,4.27,0.67,0.0,2005-10-18,2005-10-24,1,2005-10-18,20.44,4.9399999999999995
20051011,Total,63.91,36.09,15.82,4.64,0.7,0.0,2005-10-11,2005-10-17,1,2005-10-11,21.16,5.34
20051004,Total,59.91,40.09,20.92,5.7,0.68,0.0,2005-10-04,2005-10-10,1,2005-10-04,27.3,6.38
20050927,Total,59.57,40.43,19.82,6.01,0.62,0.0,2005-09-27,2005-10-03,1,2005-09-27,26.45,6.63
20050920,Total,57.29,42.71,21.76,7.56,0.83,0.0,2005-09-20,2005-09-26,1,2005-09-20,30.15,8.389999999999999
20050913,Total,57.49,42.51,20.46,8.24,1.16,0.0,2005-09-13,2005-09-19,1,2005-09-13,29.860000000000003,9.4
20050906,Total,60.49,39.51,18.53,7.94,0.95,0.0,2005-09-06,2005-09-12,1,2005-09-06,27.42,8.89
20050830,Total,62.39,37.61,18.32,7.11,0.7,0.0,2005-08-30,2005-09-05,1,2005-08-30,26.13,7.8100000000000005
20050823,Total,61.49,38.51,19.6,7.56,0.7,0.0,2005-08-23,2005-08-29,1,2005-08-23,27.86,8.26
20050816,Total,58.56,41.44,21.2,8.17,0.83,0.0,2005-08-16,2005-08-22,1,2005-08-16,30.199999999999996,9.0
20050809,Total,56.5,43.5,23.18,9.41,1.53,0.0,2005-08-09,2005-08-15,1,2005-08-09,34.120000000000005,10.94
20050802,Total,56.22,43.78,24.48,10.28,1.54,0.0,2005-08-02,2005-08-08,1,2005-08-02,36.3,11.82
20050726,Total,56.87,43.13,24.08,10.06,1.62,0.0,2005-07-26,2005-08-01,1,2005-07-26,35.76,11.68
20050719,Total,59.73,40.27,23.69,9.91,1.26,0.0,2005-07-19,2005-07-25,1,2005-07-19,34.86,11.17
20050712,Total,62.07,37.93,22.1,8.76,1.15,0.0,2005-07-12,2005-07-18,1,2005-07-12,32.01,9.91
20050705,Total,60.02,39.98,22.5,9.55,1.37,0.0,2005-07-05,2005-07-11,1,2005-07-05,33.419999999999995,10.920000000000002
20050628,Total,58.93,41.07,21.06,8.13,0.59,0.0,2005-06-28,2005-07-04,1,2005-06-28,29.779999999999998,8.72
20050621,Total,66.02,33.98,19.18,6.35,0.0,0.0,2005-06-21,2005-06-27,1,2005-06-21,25.53,6.35
20050614,Total,66.23,33.77,20.23,6.41,0.42,0.0,2005-06-14,2005-06-20,1,2005-06-14,27.060000000000002,6.83
20050607,Total,62.43,37.57,22.58,7.39,0.9,0.0,2005-06-07,2005-06-13,1,2005-06-07,30.869999999999997,8.29
20050531,Total,62.2,37.8,19.92,8.82,1.58,0.0,2005-05-31,2005-06-06,1,2005-05-31,30.32,10.4
20050524,Total,62.64,37.36,18.7,8.92,1.58,0.0,2005-05-24,2005-05-30,1,2005-05-24,29.199999999999996,10.5
20050517,Total,66.31,33.69,17.83,8.71,1.58,0.0,2005-05-17,2005-05-23,1,2005-05-17,28.119999999999997,10.290000000000001
20050510,Total,60.28,39.72,18.81,11.07,2.75,0.0,2005-05-10,2005-05-16,1,2005-05-10,32.629999999999995,13.82
20050503,Total,62.91,37.09,18.2,11.02,3.87,0.56,2005-05-03,2005-05-09,1,2005-05-03,33.65,15.450000000000001
20050426,Total,70.18,29.82,18.5,11.11,3.97,0.71,2005-04-26,2005-05-02,1,2005-04-26,34.29,15.79
20050419,Total,70.13,29.87,18.53,11.69,4.82,1.28,2005-04-19,2005-04-25,1,2005-04-19,36.32,17.79
20050412,Total,72.58,27.42,19.59,12.9,4.6,1.24,2005-04-12,2005-04-18,1,2005-04-12,38.330000000000005,18.74
20050405,Total,69.38,30.62,21.03,13.66,4.75,1.21,2005-04-05,2005-04-11,1,2005-04-05,40.65,19.62
20050329,Total,68.7,31.3,21.66,13.81,4.87,1.26,2005-03-29,2005-04-04,1,2005-03-29,41.599999999999994,19.94
20050322,Total,66.63,33.37,22.42,14.68,5.59,1.31,2005-03-22,2005-03-28,1,2005-03-22,44.0,21.58
20050315,Total,66.28,33.72,22.42,14.68,5.59,1.31,2005-03-15,2005-03-21,1,2005-03-15,44.0,21.58
20050308,Total,66.49,33.51,22.36,14.03,4.64,1.11,2005-03-08,2005-03-14,1,2005-03-08,42.14,19.779999999999998
20050301,Total,67.92,32.08,22.31,13.59,4.6,1.1,2005-03-01,2005-03-07,1,2005-03-01,41.6,19.29
20050222,Total,66.84,33.16,22.7,12.87,4.88,0.87,2005-02-22,2005-02-28,1,2005-02-22,41.32,18.62
20050215,Total,67.23,32.77,22.76,11.86,4.82,0.87,2005-02-15,2005-02-21,1,2005-02-15,40.31,17.55
20050208,Total,67.62,32.38,23.34,11.78,4.7,0.87,2005-02-08,2005-02-14,1,2005-02-08,40.69,17.35
20050201,Total,67.34,32.66,23.77,11.89,4.07,0.6,2005-02-01,2005-02-07,1,2005-02-01,40.33,16.560000000000002
20050125,Total,67.27,32.73,20.59,11.29,4.18,0.6,2005-01-25,2005-01-31,1,2005-01-25,36.660000000000004,16.07
20050118,Total,67.41,32.59,20.27,11.19,4.01,0.6,2005-01-18,2005-01-24,1,2005-01-18,36.07,15.799999999999999
20050111,Total,66.66,33.34,20.35,11.39,4.06,0.63,2005-01-11,2005-01-17,1,2005-01-11,36.43000000000001,16.08
20050104,Total,69.09,30.91,21.42,12.86,4.94,0.64,2005-01-04,2005-01-10,1,2005-01-04,39.86,18.44
20041228,Total,67.59,32.41,22.64,13.8,5.45,0.77,2004-12-28,2005-01-03,1,2004-12-28,42.660000000000004,20.02
20041221,Total,65.79,34.21,22.66,13.85,5.34,0.77,2004-12-21,2004-12-27,1,2004-12-21,42.62,19.959999999999997
20041214,Total,67.13,32.87,22.46,13.44,5.23,0.75,2004-12-14,2004-12-20,1,2004-12-14,41.879999999999995,19.42
20041207,Total,66.42,33.58,22.57,13.78,5.43,0.78,2004-12-07,2004-12-13,1,2004-12-07,42.56,19.990000000000002
